Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
1;198;5.500;3.000;-3.600;max;0.001;0.000;74.61;0.001;0.000;73.10;0.000;0.000;82.47;0.000;
1;198;5.500;3.000;-3.600;min;0.000;-0.001;-71.78;0.000;-0.001;-74.13;0.000;0.000;-82.47;0.000;
1;199;6.000;3.000;-3.600;max;0.001;0.000;66.07;0.001;0.000;65.43;0.000;0.000;84.33;0.000;
1;199;6.000;3.000;-3.600;min;0.000;-0.001;-62.43;0.000;-0.001;-65.79;0.000;0.000;-84.33;0.000;
1;200;6.500;3.000;-3.600;max;0.001;0.000;74.05;0.001;0.000;72.23;0.000;0.000;81.67;0.000;
1;200;6.500;3.000;-3.600;min;0.000;-0.001;-70.67;0.000;-0.001;-73.33;0.000;0.000;-81.67;0.000;
1;201;7.000;3.000;-3.600;max;0.001;0.000;84.75;0.001;0.000;81.98;0.000;0.000;77.80;0.000;
1;201;7.000;3.000;-3.600;min;0.000;-0.001;-83.17;0.000;-0.001;-84.07;0.000;0.000;-77.80;0.000;
1;202;7.500;3.000;-3.600;max;0.001;0.000;89.05;0.001;0.000;88.45;0.000;0.000;77.52;0.000;
1;202;7.500;3.000;-3.600;min;0.000;-0.001;-88.70;0.000;-0.001;-88.92;0.000;0.000;-77.52;0.000;
1;203;8.000;3.000;-3.600;max;0.001;0.000;89.68;0.001;0.000;89.73;0.000;0.000;78.54;0.000;
1;203;8.000;3.000;-3.600;min;0.000;-0.001;-89.77;0.000;-0.001;-89.60;0.000;0.000;-78.54;0.000;
1;204;8.500;3.000;-3.600;max;0.001;0.000;83.72;0.001;0.000;81.21;0.000;0.000;81.61;0.000;
1;204;8.500;3.000;-3.600;min;0.000;-0.001;-81.62;0.000;-0.001;-82.23;0.000;0.000;-81.61;0.000;
1;205;9.000;3.000;-3.600;max;0.001;0.000;77.71;0.001;0.000;77.00;0.000;0.000;86.87;0.000;
1;205;9.000;3.000;-3.600;min;0.000;-0.001;-74.32;0.000;-0.001;-77.27;0.000;0.000;-86.87;0.000;
1;206;9.500;3.000;-3.600;max;0.001;0.000;83.55;0.001;0.000;81.30;0.000;0.000;82.00;0.000;
1;206;9.500;3.000;-3.600;min;0.000;-0.001;-81.48;0.000;-0.001;-82.05;0.000;0.000;-82.00;0.000;
1;207;10.000;3.000;-3.600;max;0.001;0.000;89.55;0.001;0.000;89.61;0.000;0.000;78.52;0.000;
1;207;10.000;3.000;-3.600;min;0.000;-0.001;-89.66;0.000;-0.001;-89.45;0.000;0.000;-78.52;0.000;
1;208;10.500;3.000;-3.600;max;0.001;0.000;89.32;0.001;0.000;88.95;0.000;0.000;76.61;0.000;
1;208;10.500;3.000;-3.600;min;0.000;-0.001;-89.11;0.000;-0.001;-89.23;0.000;0.000;-76.61;0.000;
1;209;11.000;3.000;-3.600;max;0.001;0.000;84.66;0.001;0.000;82.44;0.000;0.000;75.75;0.000;
1;209;11.000;3.000;-3.600;min;0.000;-0.001;-83.49;0.000;-0.001;-83.97;0.000;0.000;-75.75;0.000;
1;210;11.500;3.000;-3.600;max;0.001;0.000;73.67;0.001;0.000;71.94;0.000;0.000;79.71;0.000;
1;210;11.500;3.000;-3.600;min;0.000;-0.001;-71.58;0.000;-0.001;-73.13;0.000;0.000;-79.71;0.000;
1;211;12.000;3.000;-3.600;max;0.001;0.000;64.34;0.001;0.000;63.79;0.000;0.000;80.74;0.000;
1;211;12.000;3.000;-3.600;min;0.000;-0.001;-62.26;0.000;-0.001;-63.98;0.000;0.000;-80.74;0.000;
1;212;12.500;3.000;-3.600;max;0.001;0.000;71.69;0.001;0.000;70.41;0.000;0.000;80.17;0.000;
1;212;12.500;3.000;-3.600;min;0.000;-0.001;-70.14;0.000;-0.001;-71.68;0.000;0.000;-80.17;0.000;
1;213;13.000;3.000;-3.600;max;0.001;0.000;82.97;0.001;0.000;81.48;0.000;0.000;69.41;0.000;
1;213;13.000;3.000;-3.600;min;0.000;-0.001;-82.45;0.000;-0.001;-82.13;0.000;0.000;-69.41;0.000;
1;214;13.500;3.000;-3.600;max;0.001;0.000;88.78;0.001;0.000;88.54;0.000;0.000;63.21;0.000;
1;214;13.500;3.000;-3.600;min;0.000;-0.001;-88.70;0.000;-0.001;-88.63;0.000;0.000;-63.21;0.000;
1;215;14.000;3.000;-3.600;max;0.001;0.000;88.02;0.001;0.000;87.54;0.000;0.000;58.39;0.000;
1;215;14.000;3.000;-3.600;min;0.000;-0.001;-87.91;0.000;-0.001;-87.68;0.000;0.000;-58.39;0.000;
1;216;14.500;3.000;-3.600;max;0.000;0.000;84.09;0.000;0.000;81.61;0.000;0.000;53.54;0.000;
1;216;14.500;3.000;-3.600;min;0.000;0.000;-83.83;0.000;0.000;-82.07;0.000;0.000;-53.54;0.000;
1;217;15.000;3.000;-3.600;max;0.000;0.000;77.88;0.000;0.000;74.88;0.000;0.000;68.84;0.000;
1;217;15.000;3.000;-3.600;min;0.000;0.000;-76.63;0.000;0.000;-75.36;0.000;0.000;-68.84;0.000;
1;218;0.000;3.500;-3.600;max;0.001;0.000;64.90;0.001;0.000;63.19;0.000;0.000;70.36;0.000;
1;218;0.000;3.500;-3.600;min;0.000;-0.001;-62.31;0.000;-0.001;-63.48;0.000;0.000;-70.36;0.000;
1;219;0.500;3.500;-3.600;max;0.001;0.000;61.06;0.001;0.000;58.84;0.000;0.000;66.47;0.000;
1;219;0.500;3.500;-3.600;min;0.000;-0.001;-58.04;0.000;-0.001;-59.67;0.000;0.000;-66.47;0.000;
1;220;1.000;3.500;-3.600;max;0.001;0.000;59.87;0.001;0.000;58.68;0.000;0.000;78.63;0.000;
1;220;1.000;3.500;-3.600;min;0.000;-0.001;-57.24;0.000;-0.001;-59.59;0.000;0.000;-78.63;0.000;
1;221;1.500;3.500;-3.600;max;0.001;0.000;59.67;0.001;0.000;58.91;0.000;0.000;82.83;0.000;
1;221;1.500;3.500;-3.600;min;0.000;-0.001;-57.97;0.000;-0.001;-59.25;0.000;0.000;-82.83;0.000;
1;222;2.000;3.500;-3.600;max;0.000;0.000;58.91;0.000;0.000;58.05;0.000;0.000;83.12;0.000;
1;222;2.000;3.500;-3.600;min;0.000;0.000;-56.85;0.000;0.000;-58.44;0.000;0.000;-83.12;0.000;
1;223;2.500;3.500;-3.600;max;0.000;0.000;64.12;0.000;0.000;62.31;0.000;0.000;83.30;0.000;
1;223;2.500;3.500;-3.600;min;0.000;0.000;-57.94;0.000;0.000;-63.14;0.000;0.000;-83.30;0.000;
1;224;3.000;3.500;-3.600;max;0.001;0.000;78.07;0.001;0.000;75.92;0.000;0.000;82.99;0.000;
1;224;3.000;3.500;-3.600;min;0.000;-0.001;-73.11;0.000;-0.001;-76.87;0.000;0.000;-82.99;0.000;
1;225;3.500;3.500;-3.600;max;0.001;0.000;84.96;0.001;0.000;82.46;0.000;0.000;81.34;0.000;
1;225;3.500;3.500;-3.600;min;0.000;-0.001;-83.21;0.000;-0.001;-83.61;0.000;0.000;-81.34;0.000;
1;226;4.000;3.500;-3.600;max;0.001;0.000;86.33;0.001;0.000;84.31;0.000;0.000;83.58;0.000;
1;226;4.000;3.500;-3.600;min;0.000;-0.001;-84.79;0.000;-0.001;-85.93;0.000;0.000;-83.58;0.000;
1;227;4.500;3.500;-3.600;max;0.001;0.000;87.68;0.001;0.000;86.31;0.000;0.000;82.00;0.000;
1;227;4.500;3.500;-3.600;min;0.000;-0.001;-86.77;0.000;-0.001;-87.45;0.000;0.000;-82.00;0.000;
1;228;5.000;3.500;-3.600;max;0.001;0.000;87.00;0.001;0.000;85.50;0.000;0.000;76.29;0.000;
1;228;5.000;3.500;-3.600;min;0.000;-0.001;-86.03;0.000;-0.001;-86.71;0.000;0.000;-76.29;0.000;
1;229;5.500;3.500;-3.600;max;0.002;0.000;81.01;0.002;0.000;77.42;0.000;0.000;72.20;0.000;
1;229;5.500;3.500;-3.600;min;0.000;-0.002;-79.41;0.000;-0.002;-79.45;0.000;0.000;-72.20;0.000;
1;230;6.000;3.500;-3.600;max;0.002;0.000;70.31;0.002;0.000;68.76;0.000;0.000;73.90;0.000;
1;230;6.000;3.500;-3.600;min;0.000;-0.002;-68.43;0.000;-0.002;-69.14;0.000;0.000;-73.90;0.000;
1;231;6.500;3.500;-3.600;max;0.002;0.000;80.95;0.002;0.000;77.11;0.000;0.000;72.67;0.000;
1;231;6.500;3.500;-3.600;min;0.000;-0.002;-79.08;0.000;-0.002;-79.49;0.000;0.000;-72.67;0.000;
1;232;7.000;3.500;-3.600;max;0.001;0.000;87.24;0.001;0.000;85.61;0.000;0.000;76.35;0.000;
1;232;7.000;3.500;-3.600;min;0.000;-0.001;-86.13;0.000;-0.001;-86.98;0.000;0.000;-76.35;0.000;
1;233;7.500;3.500;-3.600;max;0.001;0.000;89.01;0.001;0.000;88.29;0.000;0.000;80.26;0.000;
1;233;7.500;3.500;-3.600;min;0.000;-0.001;-88.51;0.000;-0.001;-88.91;0.000;0.000;-80.26;0.000;
1;234;8.000;3.500;-3.600;max;0.001;0.000;89.56;0.001;0.000;89.68;0.000;0.000;79.61;0.000;
1;234;8.000;3.500;-3.600;min;0.000;-0.001;-89.71;0.000;-0.001;-89.49;0.000;0.000;-79.61;0.000;
1;235;8.500;3.500;-3.600;max;0.001;0.000;86.13;0.001;0.000;83.08;0.000;0.000;77.99;0.000;
1;235;8.500;3.500;-3.600;min;0.000;-0.001;-84.66;0.000;-0.001;-85.36;0.000;0.000;-77.99;0.000;
1;236;9.000;3.500;-3.600;max;0.001;0.000;75.11;0.001;0.000;73.27;0.000;0.000;79.56;0.000;
1;236;9.000;3.500;-3.600;min;0.000;-0.001;-72.11;0.000;-0.001;-73.61;0.000;0.000;-79.56;0.000;
1;237;9.500;3.500;-3.600;max;0.001;0.000;85.93;0.001;0.000;83.07;0.000;0.000;77.73;0.000;
1;237;9.500;3.500;-3.600;min;0.000;-0.001;-84.58;0.000;-0.001;-85.12;0.000;0.000;-77.73;0.000;
1;238;10.000;3.500;-3.600;max;0.001;0.000;89.30;0.001;0.000;89.46;0.000;0.000;78.68;0.000;
1;238;10.000;3.500;-3.600;min;0.000;-0.001;-89.51;0.000;-0.001;-89.19;0.000;0.000;-78.68;0.000;
1;239;10.500;3.500;-3.600;max;0.001;0.000;89.26;0.001;0.000;88.80;0.000;0.000;79.61;0.000;
1;239;10.500;3.500;-3.600;min;0.000;-0.001;-88.95;0.000;-0.001;-89.19;0.000;0.000;-79.61;0.000;
1;240;11.000;3.500;-3.600;max;0.001;0.000;87.31;0.001;0.000;85.84;0.000;0.000;75.78;0.000;
1;240;11.000;3.500;-3.600;min;0.000;-0.001;-86.32;0.000;-0.001;-87.06;0.000;0.000;-75.78;0.000;
1;241;11.500;3.500;-3.600;max;0.002;0.000;81.09;0.002;0.000;77.63;0.000;0.000;70.51;0.000;
1;241;11.500;3.500;-3.600;min;0.000;-0.002;-79.61;0.000;-0.002;-79.65;0.000;0.000;-70.51;0.000;
1;242;12.000;3.500;-3.600;max;0.002;0.000;69.74;0.002;0.000;68.18;0.000;0.000;66.35;0.000;
1;242;12.000;3.500;-3.600;min;0.000;-0.002;-68.70;0.000;-0.002;-68.53;0.000;0.000;-66.35;0.000;
1;243;12.500;3.500;-3.600;max;0.002;0.000;79.57;0.002;0.000;77.03;0.000;0.000;59.14;0.000;
1;243;12.500;3.500;-3.600;min;0.000;-0.002;-79.11;0.000;-0.002;-77.65;0.000;0.000;-59.14;0.000;
1;244;13.000;3.500;-3.600;max;0.001;0.000;86.58;0.001;0.000;85.85;0.000;0.000;61.67;0.000;
1;244;13.000;3.500;-3.600;min;0.000;-0.001;-86.29;0.000;-0.001;-86.22;0.000;0.000;-61.67;0.000;
1;245;13.500;3.500;-3.600;max;0.001;0.000;89.23;0.001;0.000;89.04;0.000;0.000;66.80;0.000;
1;245;13.500;3.500;-3.600;min;0.000;-0.001;-89.15;0.000;-0.001;-89.14;0.000;0.000;-66.80;0.000;
1;246;14.000;3.500;-3.600;max;0.001;0.000;87.15;0.001;0.000;86.36;0.000;0.000;65.17;0.000;
1;246;14.000;3.500;-3.600;min;0.000;-0.001;-86.79;0.000;-0.001;-86.81;0.000;0.000;-65.17;0.000;
1;247;14.500;3.500;-3.600;max;0.001;0.000;83.39;0.001;0.000;81.05;0.000;0.000;59.54;0.000;
1;247;14.500;3.500;-3.600;min;0.000;-0.001;-82.82;0.000;-0.001;-81.91;0.000;0.000;-59.54;0.000;
1;248;15.000;3.500;-3.600;max;0.001;0.000;74.75;0.001;0.000;71.69;0.000;0.000;55.05;0.000;
1;248;15.000;3.500;-3.600;min;0.000;-0.001;-74.19;0.000;-0.001;-71.87;0.000;0.000;-55.05;0.000;
1;249;0.000;4.000;-3.600;max;0.001;0.000;78.56;0.001;0.000;73.85;0.000;0.000;81.03;0.000;
1;249;0.000;4.000;-3.600;min;0.000;-0.001;-69.59;0.000;-0.001;-75.01;0.000;0.000;-81.03;0.000;
1;250;0.500;4.000;-3.600;max;0.001;0.000;74.14;0.001;0.000;70.47;0.000;0.000;82.74;0.000;
1;250;0.500;4.000;-3.600;min;0.000;-0.001;-69.58;0.000;-0.001;-73.31;0.000;0.000;-82.74;0.000;
1;251;1.000;4.000;-3.600;max;0.000;0.000;69.97;0.000;0.000;69.66;0.000;0.000;89.07;0.000;
1;251;1.000;4.000;-3.600;min;0.000;0.000;-68.02;0.000;0.000;-69.79;0.000;0.000;-89.07;0.000;
1;252;1.500;4.000;-3.600;max;0.000;0.000;68.61;0.000;0.000;68.40;0.000;0.000;89.30;0.000;
1;252;1.500;4.000;-3.600;min;0.000;0.000;-66.51;0.000;0.000;-68.52;0.000;0.000;-89.30;0.000;
1;253;2.000;4.000;-3.600;max;0.000;0.000;64.86;0.000;0.000;64.65;0.000;0.000;89.23;0.000;
1;253;2.000;4.000;-3.600;min;0.000;0.000;-63.04;0.000;0.000;-64.75;0.000;0.000;-89.23;0.000;
1;254;2.500;4.000;-3.600;max;0.000;0.000;76.00;0.000;0.000;73.43;0.000;0.000;82.33;0.000;
1;254;2.500;4.000;-3.600;min;0.000;0.000;-69.60;0.000;0.000;-74.06;0.000;0.000;-82.33;0.000;
1;255;3.000;4.000;-3.600;max;0.001;0.000;79.21;0.001;0.000;75.34;0.000;0.000;77.07;0.000;
1;255;3.000;4.000;-3.600;min;0.000;-0.001;-74.68;0.000;-0.001;-77.08;0.000;0.000;-77.07;0.000;
1;256;3.500;4.000;-3.600;max;0.001;0.000;83.91;0.001;0.000;82.21;0.000;0.000;85.36;0.000;
1;256;3.500;4.000;-3.600;min;0.000;-0.001;-81.98;0.000;-0.001;-83.73;0.000;0.000;-85.36;0.000;
1;257;4.000;4.000;-3.600;max;0.001;0.000;85.95;0.001;0.000;85.91;0.000;0.000;89.87;0.000;
1;257;4.000;4.000;-3.600;min;0.000;-0.001;-85.83;0.000;-0.001;-85.92;0.000;0.000;-89.87;0.000;
1;258;4.500;4.000;-3.600;max;0.001;0.000;87.52;0.001;0.000;87.48;0.000;0.000;89.90;0.000;
1;258;4.500;4.000;-3.600;min;0.000;-0.001;-87.44;0.000;-0.001;-87.50;0.000;0.000;-89.90;0.000;
1;259;5.000;4.000;-3.600;max;0.001;0.000;87.65;0.001;0.000;87.63;0.000;0.000;89.96;0.000;
1;259;5.000;4.000;-3.600;min;0.000;-0.001;-87.59;0.000;-0.001;-87.64;0.000;0.000;-89.96;0.000;
1;260;5.500;4.000;-3.600;max;0.003;0.000;86.32;0.003;0.000;84.82;0.000;0.000;81.44;0.000;
1;260;5.500;4.000;-3.600;min;0.000;-0.003;-85.05;0.000;-0.003;-86.19;0.000;0.000;-81.44;0.000;
1;261;6.000;4.000;-3.600;max;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;261;6.000;4.000;-3.600;min;0.000;-0.005;-69.06;0.000;-0.005;-71.82;0.000;-0.001;-76.40;0.001;
1;262;6.500;4.000;-3.600;max;0.003;0.000;86.45;0.003;0.000;84.91;0.000;0.000;81.59;0.000;
1;262;6.500;4.000;-3.600;min;0.000;-0.003;-85.14;0.000;-0.003;-86.33;0.000;0.000;-81.59;0.000;
1;263;7.000;4.000;-3.600;max;0.001;0.000;87.21;0.001;0.000;87.17;0.000;0.000;89.91;0.000;
1;263;7.000;4.000;-3.600;min;0.000;-0.001;-87.12;0.000;-0.001;-87.19;0.000;0.000;-89.91;0.000;
1;264;7.500;4.000;-3.600;max;0.001;0.000;87.75;0.001;0.000;87.71;0.000;0.000;89.88;0.000;
1;264;7.500;4.000;-3.600;min;0.000;-0.001;-87.68;0.000;-0.001;-87.73;0.000;0.000;-89.88;0.000;
1;265;8.000;4.000;-3.600;max;0.001;0.000;87.85;0.001;0.000;87.82;0.000;0.000;89.91;0.000;
1;265;8.000;4.000;-3.600;min;0.000;-0.001;-87.77;0.000;-0.001;-87.83;0.000;0.000;-89.91;0.000;
1;266;8.500;4.000;-3.600;max;0.002;0.000;87.33;0.002;0.000;85.65;0.000;0.000;84.18;0.000;
1;266;8.500;4.000;-3.600;min;0.000;-0.002;-85.83;0.000;-0.002;-87.26;0.000;0.000;-84.18;0.000;
1;267;9.000;4.000;-3.600;max;0.003;0.000;74.95;0.003;0.000;71.54;0.000;0.000;77.08;0.000;
1;267;9.000;4.000;-3.600;min;0.000;-0.003;-70.62;0.000;-0.003;-72.91;0.000;0.000;-77.08;0.000;
1;268;9.500;4.000;-3.600;max;0.001;0.000;87.04;0.001;0.000;85.97;0.000;0.000;81.87;0.000;
1;268;9.500;4.000;-3.600;min;0.000;-0.001;-86.12;0.000;-0.001;-86.96;0.000;0.000;-81.87;0.000;
1;269;10.000;4.000;-3.600;max;0.001;0.000;87.85;0.001;0.000;87.83;0.000;0.000;89.92;0.000;
1;269;10.000;4.000;-3.600;min;0.000;-0.001;-87.78;0.000;-0.001;-87.84;0.000;0.000;-89.92;0.000;
1;270;10.500;4.000;-3.600;max;0.001;0.000;87.93;0.001;0.000;87.89;0.000;0.000;89.87;0.000;
1;270;10.500;4.000;-3.600;min;0.000;-0.001;-87.86;0.000;-0.001;-87.91;0.000;0.000;-89.87;0.000;
1;271;11.000;4.000;-3.600;max;0.001;0.000;87.27;0.001;0.000;87.24;0.000;0.000;89.92;0.000;
1;271;11.000;4.000;-3.600;min;0.000;-0.001;-87.20;0.000;-0.001;-87.25;0.000;0.000;-89.92;0.000;
1;272;11.500;4.000;-3.600;max;0.003;0.000;86.53;0.003;0.000;84.84;0.000;0.000;82.29;0.000;
1;272;11.500;4.000;-3.600;min;0.000;-0.003;-85.06;0.000;-0.003;-86.42;0.000;0.000;-82.29;0.000;
1;273;12.000;4.000;-3.600;max;0.005;0.000;73.41;0.005;0.000;69.86;0.001;0.000;75.90;0.001;
1;273;12.000;4.000;-3.600;min;0.000;-0.005;-69.09;0.000;-0.005;-71.80;0.000;-0.001;-75.90;0.001;
1;274;12.500;4.000;-3.600;max;0.002;0.000;86.20;0.002;0.000;85.07;0.000;0.000;78.32;0.000;
1;274;12.500;4.000;-3.600;min;0.000;-0.002;-85.31;0.000;-0.002;-86.04;0.000;0.000;-78.32;0.000;
1;275;13.000;4.000;-3.600;max;0.001;0.000;87.90;0.001;0.000;87.88;0.000;0.000;89.87;0.000;
1;275;13.000;4.000;-3.600;min;0.000;-0.001;-87.82;0.000;-0.001;-87.89;0.000;0.000;-89.87;0.000;
1;276;13.500;4.000;-3.600;max;0.001;0.000;87.68;0.001;0.000;87.56;0.000;0.000;89.24;0.000;
1;276;13.500;4.000;-3.600;min;0.000;-0.001;-87.51;0.000;-0.001;-87.62;0.000;0.000;-89.24;0.000;
1;277;14.000;4.000;-3.600;max;0.001;0.000;85.25;0.001;0.000;84.95;0.000;0.000;88.47;0.000;
1;277;14.000;4.000;-3.600;min;0.000;-0.001;-84.90;0.000;-0.001;-85.20;0.000;0.000;-88.47;0.000;
1;278;14.500;4.000;-3.600;max;0.001;0.000;83.60;0.001;0.000;80.97;0.000;0.000;81.66;0.000;
1;278;14.500;4.000;-3.600;min;0.000;-0.001;-80.94;0.000;-0.001;-83.33;0.000;0.000;-81.66;0.000;
1;279;15.000;4.000;-3.600;max;0.001;0.000;75.86;0.001;0.000;71.07;0.000;0.000;78.53;0.000;
1;279;15.000;4.000;-3.600;min;0.000;-0.001;-68.74;0.000;-0.001;-73.80;0.000;0.000;-78.53;0.000;
Extremes;261;6.000;4.000;-3.600;σ_1,+;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,+;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,+;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;261;6.000;4.000;-3.600;σ_2,+;0.000;-0.005;-69.06;0.000;-0.005;-71.82;0.000;-0.001;-76.40;0.001;
1;261;6.000;4.000;-3.600;σ_1,-;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,-;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,-;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;261;6.000;4.000;-3.600;σ_2,-;0.000;-0.005;-69.06;0.000;-0.005;-71.82;0.000;-0.001;-76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,m;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;1;0.000;0.000;-3.600;σ_1,m;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,m;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,m;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;261;6.000;4.000;-3.600;τ_max;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;221;1.500;3.500;-3.600;τ_max;0.001;0.000;59.67;0.001;0.000;58.91;0.000;0.000;82.83;0.000;
Total;;;;;;0.005;0.000;89.68;0.005;0.000;89.73;0.001;0.000;89.96;0.001;
1;;;;;;0.000;-0.005;-89.77;0.000;-0.005;-89.60;0.000;-0.001;-89.96;0.000;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;261;6.000;4.000;-3.600;σ_1,+;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,+;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,+;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;261;6.000;4.000;-3.600;σ_2,+;0.000;-0.005;-69.06;0.000;-0.005;-71.82;0.000;-0.001;-76.40;0.001;
1;261;6.000;4.000;-3.600;σ_1,-;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,-;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,-;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;261;6.000;4.000;-3.600;σ_2,-;0.000;-0.005;-69.06;0.000;-0.005;-71.82;0.000;-0.001;-76.40;0.001;
1;1;0.000;0.000;-3.600;σ_1,m;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;1;0.000;0.000;-3.600;σ_1,m;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,m;0.001;0.000;85.07;0.001;0.000;70.24;0.001;0.000;77.78;0.000;
1;1;0.000;0.000;-3.600;σ_2,m;0.000;-0.001;-80.35;0.000;-0.001;-82.94;0.000;-0.001;-77.78;0.000;
1;261;6.000;4.000;-3.600;τ_max;0.005;0.000;73.47;0.005;0.000;69.98;0.001;0.000;76.40;0.001;
1;221;1.500;3.500;-3.600;τ_max;0.001;0.000;59.67;0.001;0.000;58.91;0.000;0.000;82.83;0.000;
;;;;;;;;;;;;;;;;
Total;;;;;;0.005;0.000;89.68;0.005;0.000;89.73;0.001;0.000;89.96;0.001;
max/min;;;;;;0.000;-0.005;-89.77;0.000;-0.005;-89.60;0.000;-0.001;-89.96;0.000;
